target,value,source,AVERAGE_ANNUAL_PAY
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,111231
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,115888
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,110865
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,110970
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,124627
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,123359
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,124163
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,120561
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,119116
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,119116
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,119116
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,126867
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,126867
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,131137
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,131137
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,133600
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,138677
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,133600
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,142820
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,133600
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,133600
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,136688
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,138677
"CLOUDERA, INC.",10,SANTA CLARA COUNTY,130000
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,143881
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,152845
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,152845
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,148996
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,154920
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,160926
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,157767
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,147905
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,155310
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,150443
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,161556
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,161556
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,183089
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,183089
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,185976
"ORACLE AMERICA, INC.",10,SANTA CLARA COUNTY,227432
DELOITTE TAX LLP,10,SAN FRANCISCO COUNTY,74110
DELOITTE TAX LLP,10,SAN FRANCISCO COUNTY,74110
DELOITTE TAX LLP,10,SAN FRANCISCO COUNTY,74110
DELOITTE TAX LLP,10,SAN FRANCISCO COUNTY,64002
DELOITTE TAX LLP,10,SANTA CLARA COUNTY,66000
DELOITTE TAX LLP,10,SANTA CLARA COUNTY,74110
DELOITTE TAX LLP,10,SANTA CLARA COUNTY,93475
WIPRO LIMITED,9,SAN MATEO COUNTY,76918
IGATE TECHNOLOGIES INC.,9,SAN MATEO COUNTY,77000
WIPRO LIMITED,9,SANTA CLARA COUNTY,94598
WIPRO LIMITED,9,SANTA CLARA COUNTY,77563
WIPRO LIMITED,9,SANTA CLARA COUNTY,94598
WIPRO LIMITED,9,SANTA CLARA COUNTY,60000
WIPRO LIMITED,9,SANTA CLARA COUNTY,77563
WIPRO LIMITED,9,SANTA CLARA COUNTY,75546
"FUJITSU AMERICA, INC.",9,SAN FRANCISCO COUNTY,99423
"FUJITSU AMERICA, INC.",9,SAN FRANCISCO COUNTY,99423
"FUJITSU AMERICA, INC.",9,SANTA CLARA COUNTY,97807
"FUJITSU AMERICA, INC.",9,SANTA CLARA COUNTY,97807
"FUJITSU AMERICA, INC.",9,SANTA CLARA COUNTY,97807
"FUJITSU AMERICA, INC.",9,SANTA CLARA COUNTY,97807
"FUJITSU AMERICA, INC.",9,SANTA CLARA COUNTY,97807
"NEXTDOOR.COM, INC.",9,SAN FRANCISCO COUNTY,161040
"VALUELABS, INC.",8,SANTA CLARA COUNTY,88254
WIPRO LIMITED,8,ALAMEDA COUNTY,79144
WIPRO LIMITED,8,ALAMEDA COUNTY,77522
TATA CONSULTANCY SERVICES LIMITED,8,ALAMEDA COUNTY,84500
WIPRO LIMITED,8,CONTRA COSTA COUNTY,79144
WIPRO LIMITED,8,SAN FRANCISCO COUNTY,79144
WIPRO LIMITED,8,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,79144
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
WIPRO LIMITED,8,SAN MATEO COUNTY,76918
ZENSAR TECHNOLOGIES INC.,8,SANTA CLARA COUNTY,85546
WIPRO LIMITED,8,SANTA CLARA COUNTY,77564
WIPRO LIMITED,8,SANTA CLARA COUNTY,60528
WIPRO LIMITED,8,SANTA CLARA COUNTY,75546
"TECH MAHINDRA (AMERICAS),INC.",8,SANTA CLARA COUNTY,91749
WIPRO LIMITED,8,SANTA CLARA COUNTY,75546
WIPRO LIMITED,8,SANTA CLARA COUNTY,75546
WIPRO LIMITED,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,8,SANTA CLARA COUNTY,81515
TATA CONSULTANCY SERVICES LIMITED,8,SANTA CLARA COUNTY,81500
TATA CONSULTANCY SERVICES LIMITED,8,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,8,SANTA CLARA COUNTY,81000
WIPRO LIMITED,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,8,SANTA CLARA COUNTY,77563
"TECH MAHINDRA (AMERICAS),INC.",8,SANTA CLARA COUNTY,75546
SERENE CORPORATION,8,SANTA CLARA COUNTY,94598
HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.,8,SANTA CLARA COUNTY,88300
DATA GLOVE INC.,8,SANTA CLARA COUNTY,80000
TATA CONSULTANCY SERVICES LIMITED,8,SANTA CLARA COUNTY,81000
HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.,8,SANTA CLARA COUNTY,88300
TATA CONSULTANCY SERVICES LIMITED,8,SANTA CLARA COUNTY,83000
WIPRO LIMITED,8,SANTA CLARA COUNTY,60528
WIPRO LIMITED,8,SANTA CLARA COUNTY,75005
WIPRO LIMITED,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,8,SANTA CLARA COUNTY,77563
WIPRO LIMITED,8,SANTA CLARA COUNTY,92290
WIPRO LIMITED,8,SANTA CLARA COUNTY,92290
WIPRO LIMITED,8,SANTA CLARA COUNTY,92290
ACCENTURE LLP,8,SANTA CLARA COUNTY,88200
ACCENTURE LLP,8,SANTA CLARA COUNTY,75546
"IMPETUS TECHNOLOGIES, INC.",8,SANTA CLARA COUNTY,76000
"SANKALP USA, INC.",8,SANTA CLARA COUNTY,87090
"DATALOGIX TEXAS, INC.",8,ALAMEDA COUNTY,59259
"METRICSTREAM, INC.",8,SANTA CLARA COUNTY,100000
WIZNI INC,7,CONTRA COSTA COUNTY,92500
"NTT DATA, INC.",7,ALAMEDA COUNTY,103439
IGATE TECHNOLOGIES INC.,7,CONTRA COSTA COUNTY,77600
NISUM TECHNOLOGIES INC.,7,SAN FRANCISCO COUNTY,87500
WIPRO LIMITED,7,SAN FRANCISCO COUNTY,76918
TATA CONSULTANCY SERVICES LIMITED,7,SAN FRANCISCO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,7,SAN FRANCISCO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,7,SAN FRANCISCO COUNTY,84500
WIPRO LIMITED,7,SAN MATEO COUNTY,76918
WIPRO LIMITED,7,SAN MATEO COUNTY,76918
WIPRO LIMITED,7,SAN MATEO COUNTY,82285
WIPRO LIMITED,7,SAN MATEO COUNTY,76918
WIPRO LIMITED,7,SAN MATEO COUNTY,96138
WIPRO LIMITED,7,SAN MATEO COUNTY,76918
WIPRO LIMITED,7,SAN MATEO COUNTY,89378
WIPRO LIMITED,7,SAN MATEO COUNTY,89378
WIPRO LIMITED,7,SAN MATEO COUNTY,89378
WIPRO LIMITED,7,SAN MATEO COUNTY,76918
WIPRO LIMITED,7,SAN MATEO COUNTY,82285
TATA CONSULTANCY SERVICES LIMITED,7,SAN MATEO COUNTY,85500
WIPRO LIMITED,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,7,SANTA CLARA COUNTY,60000
WIPRO LIMITED,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,7,SANTA CLARA COUNTY,75005
WIPRO LIMITED,7,SANTA CLARA COUNTY,60000
WIPRO LIMITED,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,7,SANTA CLARA COUNTY,75005
WIPRO LIMITED,7,SANTA CLARA COUNTY,77563
WIPRO LIMITED,7,SANTA CLARA COUNTY,77563
WIPRO LIMITED,7,SANTA CLARA COUNTY,77564
WIPRO LIMITED,7,SANTA CLARA COUNTY,75546
"TECH MAHINDRA (AMERICAS),INC.",7,SANTA CLARA COUNTY,75546
"MIRANTIS, INC.",7,SANTA CLARA COUNTY,58000
"TECH MAHINDRA (AMERICAS),INC.",7,SANTA CLARA COUNTY,75546
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,83000
"TECH MAHINDRA (AMERICAS),INC.",7,SANTA CLARA COUNTY,75546
DATA GLOVE INC.,7,SANTA CLARA COUNTY,80000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81500
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81000
WIPRO LIMITED,7,SANTA CLARA COUNTY,77563
"MARSTEK SOLUTIONS, LLC.",7,SANTA CLARA COUNTY,70000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81000
TATA CONSULTANCY SERVICES LIMITED,7,SANTA CLARA COUNTY,81000
"VERISURE TECHNOLOGIES, INC.",7,SANTA CLARA COUNTY,94120
BROADCOM CORPORATION,7,SANTA CLARA COUNTY,93931
BROADCOM CORPORATION,7,SANTA CLARA COUNTY,97045
BROADCOM CORPORATION,7,SANTA CLARA COUNTY,85264
BROADCOM CORPORATION,7,SANTA CLARA COUNTY,139945
BROADCOM CORPORATION,7,SANTA CLARA COUNTY,140491
"BLOOMREACH, INC.",7,SANTA CLARA COUNTY,137500
ACCENTURE LLP,7,SANTA CLARA COUNTY,60000
ACCENTURE LLP,7,SANTA CLARA COUNTY,75546
ACCENTURE LLP,7,SANTA CLARA COUNTY,88200
ACCENTURE LLP,7,SANTA CLARA COUNTY,75546
INTERNATIONAL SOLUTION SOURCES LLC,7,CONTRA COSTA COUNTY,72500
"BRILLIO, LLC",7,SANTA CLARA COUNTY,60528
"EINFOCHIPS, INC.",7,SANTA CLARA COUNTY,87090
"EINFOCHIPS, INC.",7,SANTA CLARA COUNTY,87090
HOLISTIC LABS INC.,7,SANTA CLARA COUNTY,65750
"SANVEO, INC.",6,ALAMEDA COUNTY,70200
"SANVEO, INC.",6,ALAMEDA COUNTY,70200
FREE STREAM MEDIA CORPORATION,6,SAN FRANCISCO COUNTY,130500
"VENAFI, INC.",6,SANTA CLARA COUNTY,144150
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,108534
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,100663
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,107860
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,116034
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,116034
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,ALAMEDA COUNTY,116034
DRISHTICON INC.,6,ALAMEDA COUNTY,77522
TATA CONSULTANCY SERVICES LIMITED,6,ALAMEDA COUNTY,85000
TATA CONSULTANCY SERVICES LIMITED,6,ALAMEDA COUNTY,85000
TATA CONSULTANCY SERVICES LIMITED,6,ALAMEDA COUNTY,86000
"TECH PROFY, INC.",6,ALAMEDA COUNTY,60700
SMART ERP SOLUTIONS INC.,6,ALAMEDA COUNTY,80000
WIPRO LIMITED,6,ALAMEDA COUNTY,80995
WIPRO LIMITED,6,CONTRA COSTA COUNTY,79144
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,121202
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,121202
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,69484
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,86498
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,97918
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,97918
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,107860
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,110710
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,116034
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,116034
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,116034
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,CONTRA COSTA COUNTY,128702
WIPRO LIMITED,6,CONTRA COSTA COUNTY,77522
WIPRO LIMITED,6,CONTRA COSTA COUNTY,79144
WIPRO LIMITED,6,CONTRA COSTA COUNTY,62234
IGATE TECHNOLOGIES INC.,6,CONTRA COSTA COUNTY,79200
"TECH MAHINDRA (AMERICAS),INC.",6,CONTRA COSTA COUNTY,76877
"BRAVURA SYSTEMS, INC.",6,CONTRA COSTA COUNTY,68000
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH ALLIANCE, INC., A MASTECH HOLDINGS COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH ALLIANCE, INC., A MASTECH HOLDINGS COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,96138
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,77064
"MASTECH ALLIANCE, INC., A MASTECH HOLDINGS COMPANY",6,SAN FRANCISCO COUNTY,101662
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,103638
NISUM TECHNOLOGIES INC.,6,SAN FRANCISCO COUNTY,104500
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN FRANCISCO COUNTY,121900
TATA CONSULTANCY SERVICES LIMITED,6,SAN FRANCISCO COUNTY,84500
"TECH MAHINDRA (AMERICAS),INC.",6,SAN FRANCISCO COUNTY,82285
WIPRO LIMITED,6,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,6,SAN FRANCISCO COUNTY,79144
WIPRO LIMITED,6,SAN FRANCISCO COUNTY,76918
WIPRO LIMITED,6,SAN FRANCISCO COUNTY,77064
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,117603
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,117603
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,103638
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,121900
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,121900
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SAN MATEO COUNTY,121900
WIPRO LIMITED,6,SAN MATEO COUNTY,76918
WIPRO LIMITED,6,SAN MATEO COUNTY,82285
WIPRO LIMITED,6,SAN MATEO COUNTY,76918
WIPRO LIMITED,6,SAN MATEO COUNTY,76918
WIPRO LIMITED,6,SAN MATEO COUNTY,82285
"TECH MAHINDRA (AMERICAS),INC.",6,SAN MATEO COUNTY,76918
TATA CONSULTANCY SERVICES LIMITED,6,SAN MATEO COUNTY,84500
TATA CONSULTANCY SERVICES LIMITED,6,SAN MATEO COUNTY,84500
WIPRO LIMITED,6,SAN MATEO COUNTY,76918
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SANTA CLARA COUNTY,94598
EMULEX CORPORATION,6,SANTA CLARA COUNTY,89412
"MASTECH ALLIANCE, INC., A MASTECH HOLDINGS COMPANY",6,SANTA CLARA COUNTY,108276
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SANTA CLARA COUNTY,115993
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",6,SANTA CLARA COUNTY,138769
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,94598
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,6,SANTA CLARA COUNTY,77564
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,75546
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
"TECH MAHINDRA (AMERICAS),INC.",6,SANTA CLARA COUNTY,75546
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81000
"TECH MAHINDRA (AMERICAS),INC.",6,SANTA CLARA COUNTY,75546
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81000
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81500
SKILLNET SOLUTIONS INC,6,SANTA CLARA COUNTY,88500
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81500
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81000
WIPRO LIMITED,6,SANTA CLARA COUNTY,60000
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,83000
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81500
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81500
DRISHTICON INC.,6,SANTA CLARA COUNTY,93891
CALSOFT PRIVATE LIMITED,6,SANTA CLARA COUNTY,77563
INTELLISWIFT SOFTWARE INC,6,SANTA CLARA COUNTY,88500
"PAXTERRA SOLUTIONS, INC.",6,SANTA CLARA COUNTY,77563
TATA CONSULTANCY SERVICES LIMITED,6,SANTA CLARA COUNTY,81000
"INNOMINDS SOFTWARE INC.,",6,SANTA CLARA COUNTY,89000
WIPRO LIMITED,6,SANTA CLARA COUNTY,75546
"MAANTIC, INC.",6,SANTA CLARA COUNTY,112258
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,94598
WIPRO LIMITED,6,SANTA CLARA COUNTY,77563
WIPRO LIMITED,6,SANTA CLARA COUNTY,92290
WIPRO LIMITED,6,SANTA CLARA COUNTY,92290
"SOCTRONICS, INC.",6,SANTA CLARA COUNTY,106517
ACCENTURE LLP,6,ALAMEDA COUNTY,84672
ACCENTURE LLP,6,ALAMEDA COUNTY,84672
ACCENTURE LLP,6,ALAMEDA COUNTY,80640
"AIST-NT, INC.",6,MARIN COUNTY,67500
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,80657
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,86013
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,80657
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,86013
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,88140
"FUJITSU AMERICA, INC.",6,SAN FRANCISCO COUNTY,81794
BROADCOM CORPORATION,6,SANTA CLARA COUNTY,120243
BROADCOM CORPORATION,6,SANTA CLARA COUNTY,115875
BROADCOM CORPORATION,6,SANTA CLARA COUNTY,145125
ACCENTURE LLP,6,SANTA CLARA COUNTY,88200
ACCENTURE LLP,6,SANTA CLARA COUNTY,75546
ACCENTURE LLP,6,SANTA CLARA COUNTY,88200
ACCENTURE LLP,6,SANTA CLARA COUNTY,88200
ACCENTURE LLP,6,SANTA CLARA COUNTY,75546
ACCENTURE LLP,6,SANTA CLARA COUNTY,66602
ACCENTURE LLP,6,SANTA CLARA COUNTY,88200
ACCENTURE LLP,6,SANTA CLARA COUNTY,75546
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,65000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,65000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,65000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,75000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,80000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,76000
"IMPETUS TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,94000
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,82756
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,78788
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,78788
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,82756
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,78788
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,82756
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,78788
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,82756
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,82756
"FUJITSU AMERICA, INC.",6,SANTA CLARA COUNTY,78788
"THOUGHTFOCUS TECHNOLOGIES, LLC",6,SANTA CLARA COUNTY,70000
"BMR HEALTH SERVICES, INC.",6,SAN MATEO COUNTY,85738
"BMR HEALTH SERVICES, INC.",6,SAN MATEO COUNTY,62000
INTERNATIONAL SOLUTION SOURCES LLC,6,ALAMEDA COUNTY,70500
"GSPANN TECHNOLOGIES, INC.",6,SAN FRANCISCO COUNTY,75000
"GSPANN TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,85000
"GSPANN TECHNOLOGIES, INC.",6,SANTA CLARA COUNTY,70000
IXL LEARNING INC,6,SAN MATEO COUNTY,112500
"METRICSTREAM, INC.",6,SANTA CLARA COUNTY,100000
PRICEWATERHOUSECOOPERS LLP,5,SAN FRANCISCO COUNTY,71921
PRICEWATERHOUSECOOPERS LLP,5,SANTA CLARA COUNTY,240300
"ARM, INC.",5,SANTA CLARA COUNTY,116241
"ARM, INC.",5,SANTA CLARA COUNTY,144980
"ARM, INC.",5,SANTA CLARA COUNTY,142801
LATENTVIEW ANALYTICS CORPORATION,5,SAN FRANCISCO COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SAN FRANCISCO COUNTY,96138
LATENTVIEW ANALYTICS CORPORATION,5,SAN FRANCISCO COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,95000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,95000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,95000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,80000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,95000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,86000
LATENTVIEW ANALYTICS CORPORATION,5,SANTA CLARA COUNTY,95000
"SKIDMORE, OWINGS &AMP; MERRILL, LLP",5,SAN FRANCISCO COUNTY,51210
"SKIDMORE, OWINGS & MERRILL, LLP",5,SAN FRANCISCO COUNTY,64168
"ADITAZZ, INC.",5,SAN MATEO COUNTY,72500
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,82551
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,84142
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,84142
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,82551
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,103394
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,112338
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,108261
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,108261
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,112338
"A2Z DEVELOPMENT CENTER, INC.",5,SANTA CLARA COUNTY,100950
